Company,cleaned_question
State Street Corporation,What is NAV and how would you calculate it
State Street Corporation,What is portfolio management
State Street Corporation,How will you analyze the client financials
State Street Corporation,What is the difference between futures and options
State Street Corporation,What do you know about KYC and AML
State Street Corporation,What is the difference between a switch and a transfer
State Street Corporation,How do investor services and transfer agency functions work
State Street Corporation,Explain the different types of facilities in loan syndication
State Street Corporation,Are you flexible with shift timings
State Street Corporation,What is a roll over
State Street Corporation,What is loan syndication
State Street Corporation,Explain the life cycle of loan syndication
State Street Corporation,Explain the role of a custodian
State Street Corporation,What is TWRR What is the difference between TWRR and MWRR
State Street Corporation,How do you test batch data
State Street Corporation,What is a foreign key
State Street Corporation,What is a primary key
State Street Corporation,What is NAV calculation
State Street Corporation,What is a mutual fund
State Street Corporation,What is the difference between shares and debentures
State Street Corporation,What is private equity
State Street Corporation,What is a corporate action and what are its various types
State Street Corporation,What are accounting rules both modern and traditional
State Street Corporation,What do you know about management fees and performance fees
State Street Corporation,How can capital stock affect the NAV
State Street Corporation,Do you have any knowledge about MSExcel
State Street Corporation,What is fund accounting
State Street Corporation,What is the difference between investment banking and investment management
State Street Corporation,How do you calculate NAV
State Street Corporation,What are derivatives and what are the different types of derivatives
State Street Corporation,What is your current CTC
State Street Corporation,Explain the trade life cycle and provide an example
State Street Corporation,What are the components of RiskWeighted Assets RWA and can you explain them
State Street Corporation,What do you mean by corporate action
State Street Corporation,What do you mean by swap
State Street Corporation,What do you know about fund accounting
State Street Corporation,What are corporate actions
State Street Corporation,How does dividend impact NAV
State Street Corporation,What is a bond
State Street Corporation,How are derivativerelated expenses and incomes shown in the statement of operations
State Street Corporation,What is deferred revenue
State Street Corporation,How much experience do you have with AI and Robotics
State Street Corporation,What different kinds of transformation projects have you handled
State Street Corporation,How do you convince a stakeholder to buyin on your view
State Street Corporation,How does a hash map work
State Street Corporation,What is the difference between StringBuffer and StringBuilder
State Street Corporation,What are the implicit objects in JSP
State Street Corporation,Can the String class be extended
State Street Corporation,What annotations are used in RESTful web services
State Street Corporation,What is MVC
State Street Corporation,What is custody How to make the payment MT 566 Trade entitlement Ex date records date payment date
Abbott,What is QMS
Abbott,What is a production area
Abbott,What is your expected CTC
Abbott,How do you approach candidates to obtain information role play
Abbott,Explain market mapping with an example
Abbott,How do you obtain market insights Explain the techniques
Abbott,What metrics were tracked to measure performance
Abbott,Write a program to generate the Fibonacci sequence
Abbott,What is the difference between a list and a set
Abbott,What is the difference between a map and a set
Abbott,How many types of joins are there in SQL
Abbott,What are the principles of induction sealing
Abbott,What are the principles of a counter
Abbott,Describe a time when you had to adapt your account management strategies to meet changing market dynamics
Abbott,How do you prioritize your accounts and allocate your time and resources effectively
Abbott,How do you approach building and maintaining relationships with key accounts
Abbott,What are your interests
Abbott,Share your experience and knowledge of current brands
Abbott,Describe a time when a breakdown happened and how you resolved it
Abbott,What are your aspirations and goals
Abbott,How does your current CTC influence your CTC expectations
Abbott,Sell me this bottle of water
Abbott,How can we increase business volume
Abbott,Describe your analytical skills
Abbott,Tell me about the promoted product
Abbott,What is your strategy for handling resources
Abbott,What is a concept test and what are the components of a concept
Abbott,What is a water system
Abbott,What is pH
Abbott,What is the normal range of UV spectroscopy
Abbott,Why are you interested in sales
Abbott,Your education qualification strength
Abbott,Marketing Vs Sales Which is important
Abbott,What are the functions and components of the human body systems
Abbott,Principle of all machines
Abbott,Safety culture developments and its impact
Abbott,Energy saving projects and works done
Abbott,Cooling tower working and efficiencies
Abbott,Controlling Attrition
Abbott,Key successes failures
Abbott,Priciple of unscramble
Abbott,How safely work is done
Sodexo,How do you manage queries related to employees and their respective roles and responsibilities
Sodexo,What is the function of a Static Bypass in an Uninterruptible Power Supply UPS
Sodexo,How do you handle a crowd
Sodexo,What is stardelta power wiring and control wiring in electrical systems
Sodexo,How do you post accruals in SAP
Sodexo,What is your total years of experience in HVAC
Sodexo,What changes can be implemented to reduce the carbon footprint
Sodexo,Can you draw a star delta circuit
Sodexo,What are the safety measures for transformers
Sodexo,What is ACB and how does it work
Sodexo,What were your responsibilities at your previous site
Sodexo,Do you have prior experience with SCADA
Sodexo,Have you used Rockwell PLC before
Sodexo,What are the basic concepts of OOP
Sodexo,How did you handle negotiations in this situation
Sodexo,How do you identify snag points
Sodexo,How do you assess the cleanliness of a space
Sodexo,How do you conduct floor rounds
Sodexo,What is cafeteria maitan
Sodexo,How many staff do you maintain
Sodexo,What is force and what are its units
Sodexo,How does a circuit breaker work
Sodexo,What are your thoughts on circuit breakers
Sodexo,How do you ensure smooth operations and client satisfaction
Sodexo,How do you handle situations with reduced manpower per day
Sodexo,What could cause a high compressor temperature
Sodexo,What is the working process of a chiller and its accessories
Sodexo,What is the difference between specifications and features
Sodexo,What skills does the candidate possess
Sodexo,How do you plan to streamline operations smoothly
Sodexo,How do you negotiate a contract
Sodexo,How do you control the situation during an operational breakdown
Sodexo,How do you satisfy client requirements
Sodexo,You are working at a factory and two workers are fighting alleging misbehavior What procedure will you follow to resolve this situation
Sodexo,What is the full form of PAC
Sodexo,What does HVAC stand for
Sodexo,Which programming languages are you proficient in
Sodexo,Which area are you strongest in
Sodexo,Could you give us the 3 top accounts you managed
Sodexo,What is PL If you are aware please provide a brief explanation
Sodexo,What types of work will be provided
Sodexo,What is a relay
Sodexo,What is a hydraulic system
Sodexo,What is the difference between a PLC and an RLC circuit
Sodexo,What is a timer
Sodexo,What is programming
Sodexo,What is a CNC machine
Sodexo,What is MTTR
Sodexo,What is a pneumatic system
Sodexo,What is MTBF
Sodexo,How do you locate a seal number
Sodexo,Which solenoid valves have you used
Sodexo,What is the purpose of a gearbox
Sodexo,How do you align a pump and motor
Sodexo,What is a torque spanner
Sodexo,How do you identify a worn bearing number
Sodexo,What are the maintenance procedures for compressors
Sodexo,What is a fuse
Sodexo,What is a capacitor
Sodexo,What is current
Sodexo,What is a transformer
Sodexo,What is the moment of electrons denoted by
Sodexo,Is a fuse a safety device
Sodexo,What type of work have you done
Sodexo,How did you solve the motor problem
Sodexo,What is the function of a threephase motor
Sodexo,How do you maintain motors and electrical equipment
Sodexo,What documents are you familiar with in a quality management system
Sodexo,Tell me something about process audit
Sodexo,What do you know about Labor Law
Sodexo,What do you know about the ESIC procedure
Sodexo,What is DG what is transformer
Sodexo,What is boiler Types of boiler
Sodexo,What was the food cost What is HACCP How to control food wastage
Sodexo,Test ph and tds cod and tss limit pH normal water and definition
Sodexo,How to proceed data entry How do operated data entry
Sodexo,What is hk responsibility USE CHEMICAL PROPELLY
Sodexo,What is your acctually working area What will do when stp is imbalanced How to handle functional activity
Sodexo,Types of mechanical seal and how to take mechanical seal number
Sodexo,Vfd operationstarter purpose and operation than it controls diagram
Sodexo,The discovery of gravitational force
Sodexo,What is thermodynamics
Sodexo,Types of transformer
Sodexo,Description about food safety work safety risk assessment lifting safety confined space activity mobilization framework etc
Sodexo,Calibration procedure of different instruments Air flow and working of Control valve gate valves dampers nozzle valves
Sodexo,Where types chemical available in sodexo 2 types chemical available 1 NON INFECTED AREA USE 2 INFECTED AREA USE
Sodexo,Types of oils and grades
Sodexo,What is the classifications of pumps
Sodexo,Types of pumps
Sodexo,Types of gear boxs
Sodexo,Let me DG Safety device
Sodexo,Dg change over panal reading
Sodexo,How to observe your snag point are close
Sodexo,What do you think about Facilities Industry
Sodexo,Uses of megar
Bharat Electronics,What is the schematic diagram of a bridge rectifier and how does it operate
Bharat Electronics,How do you follow up with vendors
Bharat Electronics,How do you add a new vendor
Bharat Electronics,What are the different types of earth pits and how are their calculations performed
Bharat Electronics,What is a purchase requisition
Bharat Electronics,What is negotiation
Bharat Electronics,What types of components are used in circuits and how do they work
Bharat Electronics,How do you check high voltage PCBs
Bharat Electronics,What are the different types of layers in PBCS
Bharat Electronics,What is the 5S system
Bharat Electronics,What is the Six Sigma rule
Bharat Electronics,What is your favorite subject within Civil Engineering
Bharat Electronics,What is a thermodynamic cycle
Bharat Electronics,Explain First angle projection
Bharat Electronics,What is an inline function in C
Bharat Electronics,What is the purpose of the mutable keyword in C
Bharat Electronics,What do you know about our company
Bharat Electronics,What are microcontrollers
Bharat Electronics,Tell me about the projects you have worked on
Bharat Electronics,Draw an Isection used in rails
Bharat Electronics,Which earthing type is preferred based on soil conditions
Bharat Electronics,What are the components of an EVM
Bharat Electronics,How do SI and CI engines work
Bharat Electronics,How do you manage underperformance within a team
Bharat Electronics,How do you handle a production line with a nonstop flow of materials or products
Bharat Electronics,How do you justify the gaps in your academic record and the switch in your academic focus
Bharat Electronics,What is a JK flip flop
Bharat Electronics,What is a microcontroller
Bharat Electronics,Describe the toughness ductility and malleability of a material
Bharat Electronics,What are the types of cast iron and describe their applications in machines
Bharat Electronics,If a current is transmitted and Ic is the transmitter at zero modulation index what will the transmitted current be at a modulation index of m
Bharat Electronics,What are your mechanical skills
Bharat Electronics,What is a control system
Bharat Electronics,What are the minimum requirements for 1ton and 2ton air conditioner installations
Bharat Electronics,What is AC current and DC current
Bharat Electronics,What is an RTD and what are its uses
Bharat Electronics,What is a MOSFET and what are its uses
Bharat Electronics,What is the refrigeration cycle
Bharat Electronics,What is the resistance in ohms
Bharat Electronics,How many types of condensers are there
Bharat Electronics,What is the sensor voltage
Bharat Electronics,How many types of chiller safety features are there
Bharat Electronics,What is your knowledge of hardware and software
Bharat Electronics,Do you know about software or coding
Bharat Electronics,What is the difference between hard work and smart work
Bharat Electronics,Define the OSI Model
Bharat Electronics,How do you change the MAC address of a device
Bharat Electronics,What does SOM deal with
Bharat Electronics,Define all the technical work you have done
Bharat Electronics,What is color coding
Bharat Electronics,How do you calculate resistance
Bharat Electronics,What is an embedded system
Bharat Electronics,What are the uses of embedded systems
Bharat Electronics,What kind of product are you manufacturing
Bharat Electronics,What is your current CTC
Bharat Electronics,What are PERT and CPM in project management
Bharat Electronics,What are accuracy and precision
Bharat Electronics,What is the least count of a vernier caliper
Bharat Electronics,What are the types of QC tools
Bharat Electronics,How do you train individuals with no prior knowledge of Electronic Voting Machines EVM
Bharat Electronics,On which frequency band was your system working
Bharat Electronics,How do you approach fault rectification
Bharat Electronics,Which test equipment are you familiar with
Bharat Electronics,What do you know about BELs manufacturing operations
Bharat Electronics,What do you know about optical fiber
Bharat Electronics,What is the latest propulsion system that you have built
Bharat Electronics,Does inventory cost include GST
Bharat Electronics,What is the difference between stress and strain
Bharat Electronics,What is the difference between pressure and stress
Bharat Electronics,Given an array of integers find two numbers in the array that add up to a specific target value Optimize for time complexity
Bharat Electronics,Write a function that implements the merge sort algorithm to sort an array of numbers in descending order
Bharat Electronics,What is the difference between entropy and enthalpy
Bharat Electronics,Tell me about the slider crank mechanism
Bharat Electronics,How will you determine the workability of concrete
Bharat Electronics,What is the difference between lap length and anchorage length
Bharat Electronics,What are NAPS and BOAT claims
Bharat Electronics,How can we improve the growth of our company
Bharat Electronics,Draw the stressstrain curve of mild steel
Bharat Electronics,Define radars and explain how they work
Bharat Electronics,How much experience do you have in software testing
Bharat Electronics,How do you diagnose a system with no network connectivity
Bharat Electronics,What is the difference between black box testing and white box testing
Bharat Electronics,What is smoke testing
Bharat Electronics,What is load testing
Bharat Electronics,What is the journal entry for a cash purchase of goods
Bharat Electronics,What journal entry would you make if you purchased goods on credit
Bharat Electronics,Which tools have you used
Bharat Electronics,What is a steel rule made of
Bharat Electronics,Does a rectifier rectify AC to DC using halfwave or fullwave rectification
Bharat Electronics,What is a Rectifier
Bharat Electronics,How does MPFIS Multi Point Fuel Injection System work
Bharat Electronics,Full form of CSS time complexity of varies algorithm like mege sort binary search
Bharat Electronics,Complete process of SI AND CI ENGINE IN 2 STROKE AND FOUR STROKE
Bharat Electronics,Will you do testing related work interested to work on both hardware and software
Bharat Electronics,Projection of linedifference between 2d and 3d figure
Bharat Electronics,Define ic engineec engine
Bharat Electronics,Unit of pressure what is stress
Bharat Electronics,What is the Sodexo And how to upload the file in Sodexo login
Bharat Electronics,What is the BERECHS how to solve the queries about retired employees
Bharat Electronics,Explain project which are done at college and company
Dabur,What is safety
Dabur,What is scaffolding
Dabur,Which product is better
Dabur,How do you stay updated with fundamental technology in your work
Dabur,What should be the next sales and marketing campaign to promote organizational growth
Dabur,What is inventory management
Dabur,What is it like working at Dabur
Dabur,What is the difference between sales and marketing at Dabur
Dabur,What is the full form of BMS
Dabur,What is a central plant
Dabur,Tell me about your background
Dabur,What is the capacity of the machine and what is its daily output
Dabur,Why do you want to join this company
Dabur,What is the full form of QPS
Dabur,How do you calculate schemes
Dabur,Tell me about ECO
Dabur,What are the different types of pumps
Dabur,What is a centrifugal pump
Dabur,What is pressure
Dabur,What is a vertical gear
Dabur,How will you handle customer complaints Please briefly describe your processSOP
Dabur,How do we transmit electricity over long distances
Dabur,What is the corona effect
Dabur,How would you expand the market
Dabur,Do you have experience in FMCG and marketing
Dabur,Which company did you work for
Dabur,How much were you paid in your previous role
Dabur,How do you make a cut in a video
Dabur,How do you edit videos
Dabur,How many stockists do you handle
Dabur,What is marketing
Dabur,What is B2B sales
Dabur,Tell me about your previous experience and assignments
Dabur,What is a Daily Status Report DSR and what is the process for creating one
Dabur,What is an algorithm with structure
Dabur,Which kind of motor is most efficient and why
Dabur,What are your strengths and how are they compatible with this job
Dabur,What is TPM Please provide a detailed discussion
Dabur,How can we increase distribution throughout the territory
Dabur,How can we increase our product range in URC
Dabur,How do you calculate margin
Dabur,Please provide a brief selfintroduction
Dabur,What is a sales beat
Dabur,Do you have a drivers license
Dabur,What is the difference between marketing and sales
Dabur,What are the details of your products
Dabur,What are your product sales
Dabur,How many branches are there in Tamil Nadu
Dabur,How many branches are you responsible for
Dabur,What are the challenges in driving TPM
Dabur,What is your monthly target
Dabur,What is your understanding of ROI
Dabur,Draft an innovation development and sustainability plan for the next 5 years
Dabur,How do you engage your salespeople in business
Dabur,Estimate the number of tennis balls that can fit inside a DTC bus
Dabur,What is your approach to building a brand
Dabur,What is the difference between sales and marketing
Dabur,What are the factors that play a major role in driving consumer behaviour
Dabur,What are four key performance indicators KPIs for sales
Dabur,Tell me about the areas that are under your territory
Dabur,Tell me about your incentive parameters
Dabur,Can you calculate percentage schemes for article schemes
Dabur,What is the environment like in our world
Dabur,What do you do when you discover missing parts in the store
Dabur,What do you know about system software
Dabur,What is the backdown calculation
Dabur,What is the Visibility
Dabur,How do you calculate Return on Investment
Dabur,How do you handle a business partner and sales team
Dabur,What is your opinion on dealing with a tough market competitor
Dabur,What are the boiler safety precautions
Dabur,How do you control TDS
Dabur,What is the pressure of the feed pump
Dabur,How do you approach a shopkeeper when calling for sales and marketing purposes
Dabur,What is the base salary
Dabur,Based on your CV what preparations have you made for this interview
Dabur,What is the ideal ROI for FMCG
Dabur,How do you develop a new market
Dabur,What is the ROI formula Give an example
Dabur,How would you plan a new product launch in your area
Dabur,What is KPI
Dabur,What are the responsibilities of an Admin manager
Dabur,What types of machines should you control What is the difference between preventive and predictive maintenance How can you determine when preventive maintenance should be performed
Dabur,How can manpower be effectively controlled and how should one define the appropriate actions to take in an emergency situation
Dabur,What is current CTC Expected CTC
Dabur,Who is handling the daily shop floor issues and what is analysis methodology
Dabur,What is buffer solution and poh
Dabur,Describe the working of motors How many kinds of motors as present
Dabur,Excel formulas like vlookup if condition count blank rank
Dabur,Like introduce ur self What is fill form of HR Why its important for company etc
Dabur,What was renewable energy What was the non renewable energy mean
Dabur,Market shares of dabur contribution company Key outlet share of Dabur
Dabur,Do you know coding And what do you about excel
Dabur,What is ROI
Dabur,What are the key objective to appoint a Distributor and how can you find this in new Town
Dabur,What are the effective strategies for managing sales
Dabur,What are the uses of sales
Dabur,Fundamental use of technology
Dabur,HVAC Full form
Dabur,Dissolve air floatation system
Maersk,What is FI
Maersk,What are the three golden rules of accounting
Maersk,Please tell me about the process
Maersk,What knowledge do you possess regarding data governance data quality and data stewardship
Maersk,What actions have you taken to enhance the process
Maersk,What is a cycle count
Maersk,What measures can be taken to ensure API security in NET
Maersk,What considerations should be made in the design discussion of a clientserver application to effectively manage millions of responses
Maersk,What is your experience with accounting
Maersk,Build a digital stopwatch with HTML CSS and JS
Maersk,A user wants to upload multiple files at once but the provided API only accepts one file at a time How would you handle this scenario gracefully
Maersk,Are you an introvert or an extrovert
Maersk,Whats new in Net 7
Maersk,How do you find the largest subsequence in a given string
Maersk,What do you know about Kafka and its usage
Maersk,Describe the system design for Instagram
Maersk,How do you scale the application
Maersk,Relate the current job description point by point to your previous job and explain the similarities
Maersk,Can you solve a practical problem using Spark
Maersk,On a scale of 1 to 10 how proficient are you in Microsoft Excel
Maersk,Write a query to display student records in ascending order of their name and descending order of their subject
Maersk,What are linear and nonlinear data structures
Maersk,Where are you currently located
Maersk,How can sustainability be applied in the supply chain
Maersk,What is a decorator in Python
Maersk,How many flows does the supply chain have
Maersk,What are Maersks current and future values
Maersk,What is the difference between HLOOKUP and VLOOKUP
Maersk,Given two strings s and t return true if t is an anagram of s and false otherwise
Maersk,Write a Python program to count the occurrences of each word in a given text
Maersk,What do you know about import and export
Maersk,What is a Purchase Order
Maersk,What is shipping
Maersk,What are the components of a salary slip
Maersk,What does KPI mean in HR
Maersk,What is the Minimum Wages Act
Maersk,How does performance management work
Maersk,How is CTC designed for employees
Maersk,How do you quickly learn and understand new portals
Maersk,What is the AP procedure
Maersk,What is the AR procedure
Maersk,How would you design an inhouse data cataloging tool using available opensource technologies
Maersk,Design an Azurebased architecture for ingesting data from onpremise SQL servers to an Azure Generation 2 Data Lake
Maersk,How do you handle the scenario when your product owner is not happy with something
Maersk,Tell us about any IFRS standards
Maersk,Why is Java platform independent
Maersk,What are the key differences between Java C and C
Maersk,Write a few SQL queries based on joins
Maersk,What do you know about INTERMODAL
Maersk,Have you handled any escalations If yes how
Maersk,What is the difference between accrued expenses and accrued income
Maersk,What is the ambassador pattern in Kubernetes
Maersk,What is the circuit breaker pattern in cloud platforms
Maersk,How are Azure Functions different from worker processes
Maersk,What is throttling
Maersk,What do you use abstract classes for
Maersk,What are different data storage patterns in microservices Explain perservice DB shared DB SAGA and event sourcing patterns
Maersk,What do you know about Trade Finance
Maersk,How is cycle count done What is the period of ideal cycle count
Maersk,2 way matching what are the details available in Invoice PTP SAP tcodes
Maersk,How would you cope up with new Terminologies and concepts Different types of customers
Maersk,How to calculate PBDD what is related party how contingent liabilities affect your financial statements what is audit adjustment and how it is done
Maersk,1 What are the skills required in procurement 2 What are the challenges faced in your current role and how you overcome 3 How do you manage your Stakeholders 4 Hobies 5 Person you admire the most and w read more
Maersk,Difference between a application server and webserver And examples for both
Maersk,What is service discovery what tool we have for that in azure platform
Maersk,What are azure functions What are its limitations How to handle long running background processes
Maersk,Real time use cases
Maersk,What are the differences between horizontal scaling and vertical scaling
Maersk,What are the differences between a load balancer and an API gateway
Maersk,Lifetime scopes in Net
Maersk,Technical architecture of current project
Maersk,Familiarity with different Azure services
Maersk,Components in MSB
Maersk,Supply chain management explanation
Maersk,General rule of accounting
Maersk,Objected Oriented Programming and its real life usage
Maersk,Oops concepts in java
Maersk,Different data models
Maersk,Data design patterns in mongo db with record references
Maersk,What are the assignment in Accenture
Maersk,Architecture of current project
Maersk,Success stories in customer Service
Maersk,Shortest Path in an Unweighted Graph The city of Ninjaland is represented as an unweighted graph with houses and roads There are N houses numbered 1 to N connected by M bidirectional roads A road read more
Maersk,Remove Duplicates Problem Statement You are given an array of integers The task is to remove all duplicate elements and return the array while maintaining the order in which the elements were provided E read more
Maersk,Can you describe all the joins in SQL and illustrate them with a Venn diagram
Maersk,Sort 0s 1s and 2s Problem Statement You are provided with an integer arraylist ARR of size N which consists solely of 0s 1s and 2s Your task is to write a solution to sort this arraylist Input read more
Maersk,Fourth Largest Element in the Array Given an array consisting of integers your task is to determine the fourth largest element in the array If the array does not contain at least four distinct elements read more
Maersk,Binary Tree Node Presence Problem Determine if a node with a given integer value X exists in a specified binary tree Input The first line of each test case contains the binary tree nodes in level order read more
Birlasoft,How do you handle your work
Birlasoft,How do you mingle with others
Birlasoft,How do RESTful APIs work
Birlasoft,What is the difference between Choreography and Orchestration
Birlasoft,What are the different microservice design patterns youve worked with
Birlasoft,What is the difference between a list and a stack
Birlasoft,What is your name
Birlasoft,What is an activation function
Birlasoft,Explain TFIDF in embedding
Birlasoft,What are the different types of operating systems
Birlasoft,Given an array find the frequency of each duplicate element
Birlasoft,What is Dependency Injection in Spring
Birlasoft,Reverse a String Problem Statement Given a string write a function that reverses the string and returns it
Birlasoft,Write code to find duplicates in a string
Birlasoft,Find repeating numbers from an array using the Stream API
Birlasoft,What was your role in the project
Birlasoft,What salary do you expect
Birlasoft,What is inheritance and what are its types
Birlasoft,What is your next desired role in your career
Birlasoft,What is the difference between serverside and clientside conditions
Birlasoft,How do you handle performance issues in Oracle Apex
Birlasoft,What new features are introduced in the latest version of Apex
Birlasoft,What is Authorization and Authentication
Birlasoft,What is your preferred work location
Birlasoft,Can you provide a technical overview of your last project
Birlasoft,Explain the SDLC architecture
Birlasoft,Explain DBMS and its needs
Birlasoft,How does a hashmap work
Birlasoft,Which framework works best in an Agile adoption scenario
Birlasoft,What are the SCRUM rules
Birlasoft,What are delegates Can you provide an example
Birlasoft,What is Dispatch Group
Birlasoft,What is inventory
Birlasoft,Explain var and const with their respective scopes in JavaScript
Birlasoft,Are you comfortable working night shifts
Birlasoft,What are the lifecycle hooks in Angular
Birlasoft,Explain Interception in Angular
Birlasoft,How would you solve a complex customer issue
Birlasoft,Explain how HashMap works
Birlasoft,Why is String immutable
Birlasoft,Explain how HashMap works
Birlasoft,What is the Event Loop
Birlasoft,What are Closure Functions
Birlasoft,What are the different types of services in Angular
Birlasoft,Write a C program to generate the Fibonacci sequence
Birlasoft,What drives you to provide value for the customer and how do you achieve it
Birlasoft,What is a bad IP address
Birlasoft,Explain your framework
Birlasoft,How does a LAN work
Birlasoft,What is the meaning of a hub
Birlasoft,What is the meaning of LAN
Birlasoft,What are examples of immutable classes besides String
Birlasoft,How is immutability achieved by classes other than String
Birlasoft,What are you looking for in BSL
Birlasoft,Explain the SOLID principles
Birlasoft,What is the difference between an index and a subscript and how do you define them
Birlasoft,What is the difference between implicit and explicit wait
Birlasoft,What is priority
Birlasoft,As a consultant how would you resolve a situation where a user is unable to complete a shipment
Birlasoft,What are Price Matrices
Birlasoft,What is the difference between Warehouse Inspection and Quality Inspection
Birlasoft,What is React Native
Birlasoft,What is React JS
Birlasoft,What is a closure in JavaScript
Birlasoft,What is a concurrent HashMap
Birlasoft,Given a string determine if it is a palindrome
Birlasoft,What are Driver nodes and Executors
Birlasoft,Given a string find the number of distinct characters in it
Birlasoft,What is velocity
Birlasoft,What is the difference between py and pyc files
Birlasoft,How many years of experience do you have as a Linux System Administrator
Birlasoft,What is VLOOKUP
Birlasoft,What are your skills
Birlasoft,What are the different types of charts available in Tableau
Birlasoft,How do you tune up a system
Birlasoft,What is your project experience in the SCM module
Birlasoft,What is the SAP Activate methodology in S4HANA
Birlasoft,What is your longterm objective
Birlasoft,What is your migration strategy
Birlasoft,Briefly explain JS
Birlasoft,Which services are used in the cloud
Birlasoft,Can you validate if they have worked with those technologies
Birlasoft,What are the different types of joins and can you provide detailed examples
Birlasoft,How do you find the second highest number from an array
Birlasoft,Explain the internal workings of a hash map
Birlasoft,Explain the SOLID design principles
Birlasoft,Explain the features of Java 8
Birlasoft,Explain the Microservice design pattern
Birlasoft,Explain Angular hooks
Birlasoft,What are the different types of Intents
Birlasoft,What is the difference between users
Birlasoft,Explain Governor limits
Birlasoft,What is the journal entry for the purchase and sale of goods
Birlasoft,Can you do budget planning and resource planning
Birlasoft,What is the difference between middleware and a filter
Birlasoft,What is the difference between Abstraction and Encapsulation
Birlasoft,How will you approach team upskilling and creating reusable components from a project assignment
Birlasoft,How will delivery execution be done keeping customer satisfaction in mind
Birlasoft,What are the features of Apache Spark
Birlasoft,What are RDDs in PySpark
Escorts Kubota Limited,What qualifies you for this role
Escorts Kubota Limited,How do you handle a dealer with a large market share
Escorts Kubota Limited,Tell me about your previous work experience
Escorts Kubota Limited,How do we select tolerance
Escorts Kubota Limited,Can you handle your KRA with 100 accuracy
Escorts Kubota Limited,What is broaching
Escorts Kubota Limited,What is machine process
Escorts Kubota Limited,What is the least count of a micrometer
Escorts Kubota Limited,What is tolerance
Escorts Kubota Limited,What is a heat exchanger
Escorts Kubota Limited,What is your understanding of Supply Chain Management SCM
Escorts Kubota Limited,What are the differences between first angle projection and third angle projection in technical drawing
Escorts Kubota Limited,How do you manage a priority plan
Escorts Kubota Limited,How do you manage production
Escorts Kubota Limited,How do you manage manpower
Escorts Kubota Limited,What is your major achievement
Escorts Kubota Limited,How do you check if a file is empty using Python
Escorts Kubota Limited,Explain the ETL process
Escorts Kubota Limited,How do you calculate the transmission energy loss in the vehicle
Escorts Kubota Limited,Why is the front tire of a tractor smaller than the rear tire
Escorts Kubota Limited,What are DOC and mufflers
Escorts Kubota Limited,What are starting and pressure pipes
Escorts Kubota Limited,How will you handle imbalanced data
Escorts Kubota Limited,What are the guardrails when building a RAG chatbot using LLMs
Escorts Kubota Limited,How will you incorporate testing in your data pipelines
Escorts Kubota Limited,How is casting done
Escorts Kubota Limited,Share the technical analysis you carried out in the past
Escorts Kubota Limited,Explain your problemsolving methodology
Escorts Kubota Limited,Tell me about cost settlement
Escorts Kubota Limited,What is the CC of the engine
Escorts Kubota Limited,What is an engine
Escorts Kubota Limited,What is a transformer
Escorts Kubota Limited,What is a servo motor
Escorts Kubota Limited,What is the firing order in a 4cylinder engine
Escorts Kubota Limited,Is the engine working properly
Escorts Kubota Limited,What is the difference between power steering and normal steering
Escorts Kubota Limited,What is the function of a tractor PTO
Escorts Kubota Limited,What are the common defects in paint shop quality
Escorts Kubota Limited,Which instrument can you use to check for damage on painted metal
Escorts Kubota Limited,What defects are checked in the material before and after painting
Escorts Kubota Limited,What processes take place in a paint shop
Escorts Kubota Limited,What is hydraulics
Escorts Kubota Limited,What does MMM stand for in manufacturing
Escorts Kubota Limited,What is production planning
Escorts Kubota Limited,How have you managed inventory
Escorts Kubota Limited,What is inventory
Escorts Kubota Limited,What is APG used for
Escorts Kubota Limited,What is Yoke Poke
Escorts Kubota Limited,What is the market share of your territory
Escorts Kubota Limited,How do you handle dealers and your team
Escorts Kubota Limited,How much funding is required for a new dealer appointment
Escorts Kubota Limited,How do you manage your team
Escorts Kubota Limited,What is a fourstroke engine
Escorts Kubota Limited,What inventory control methods did you use in your daily operations
Escorts Kubota Limited,What is a governor and how does it work
Escorts Kubota Limited,Tell me about your work experience in the tractor industry
Escorts Kubota Limited,Draw 3 D model in NX Cad
Escorts Kubota Limited,As a former Branch Manager at AAP ARTH MICROFINANCE why are you interested in this campaign
Escorts Kubota Limited,What could cause a hydraulic lift to operate slowly
Escorts Kubota Limited,What is the free play of a clutch
Escorts Kubota Limited,What could be the reason a tractor is emitting blue smoke
Escorts Kubota Limited,What is the free play of a brake
Escorts Kubota Limited,What are the possible reasons for black smoke from a tractor
Escorts Kubota Limited,What is hydraulic oil pressure
Escorts Kubota Limited,What could be the reasons a tractor is not properly taking a load
Escorts Kubota Limited,Define material categories
Escorts Kubota Limited,What is the difference between quality control and quality assurance
Escorts Kubota Limited,What are the 7 QC Tools
Escorts Kubota Limited,What is the least count
Escorts Kubota Limited,What is the difference between 2wheel drive and 4wheel drive
Escorts Kubota Limited,What technical improvements have you made in a production line
Escorts Kubota Limited,What is the full form of BOM
Escorts Kubota Limited,What are 5S and Kaizen
Escorts Kubota Limited,What is your strength
Escorts Kubota Limited,How does a program manager work
Escorts Kubota Limited,What is your knowledge of the subject and technical terminology
Escorts Kubota Limited,What is the difference between Sales and Marketing
Escorts Kubota Limited,What are the most important factors for successful YouTube video marketing
Escorts Kubota Limited,What is your expected CTC
Escorts Kubota Limited,How can you contribute to quality management
